id,name,age,gender,account_type,balance,kyc_status,credit_score,transaction_count,device_used,target
1005,5,52,Male,Current,8801.22,Pending,670,305,Mobile,Genuine
1505,505,45,Male,Salary,11540.58,Pending,448,37,ATM,Genuine
1243,243,56,Female,Current,96740,Rejected,533,379,Mobile,Fraudulent
1222,222,28,Male,Current,93539.05,Verified,654,495,ATM,Fraudulent
1487,487,48,Female,Salary,67953.26,Pending,452,439,ATM,Genuine
1464,464,57,Female,Salary,43511.56,Pending,788,206,Mobile,Genuine
1419,419,44,Female,Current,35771.89,Pending,403,434,Web,Genuine
1452,452,37,Male,Current,7319.87,Pending,632,451,Web,Fraudulent
1081,81,38,Male,Current,21999.87,Pending,648,153,ATM,Fraudulent
1006,6,20,Male,Current,98536.93,Verified,403,204,Web,Fraudulent
1250,250,38,Female,Current,56488.27,Rejected,580,157,Mobile,Fraudulent
1560,560,45,Male,Current,48236.98,Verified,385,155,ATM,Fraudulent
1284,284,33,Male,Current,85896.58,Verified,774,478,Mobile,Fraudulent
1570,570,29,Female,Current,2060.33,Rejected,830,156,Mobile,Genuine
1212,212,56,Male,Salary,45542.33,Pending,680,237,Mobile,Genuine
1050,50,42,Male,Current,5394.27,Pending,301,276,ATM,Genuine
1189,189,30,Male,Current,6165.8,Pending,680,293,Mobile,Genuine
1151,151,59,Male,Current,45703.94,Verified,723,183,Web,Fraudulent
1056,56,50,Female,Savings,82023.92,Verified,617,125,Mobile,Genuine
1357,357,23,Female,Salary,90476.23,Verified,353,212,ATM,Fraudulent
1037,37,57,Male,Salary,81893.31,Pending,406,490,Mobile,Fraudulent
1148,148,21,Female,Current,43201.09,Verified,802,374,Web,Genuine
1033,33,57,Male,Current,66079.94,Rejected,835,171,Web,Genuine
1591,591,33,Female,Current,20410.26,Rejected,453,252,Mobile,Genuine
1305,305,63,Female,Savings,30628.41,Rejected,546,300,Web,Fraudulent
1339,339,53,Male,Current,29594.64,Verified,622,441,Web,Genuine
1089,89,24,Male,Salary,29149.59,Pending,751,184,Mobile,Genuine
1050,50,42,Male,Current,5394.27,Pending,301,276,ATM,Genuine
1111,111,35,Female,Current,93490.59,Rejected,573,430,Mobile,Fraudulent
1426,426,30,Male,Savings,21488.35,Rejected,598,51,Web,Genuine
1182,182,26,Male,Current,56333.28,Rejected,636,426,Mobile,Genuine
1165,165,18,Female,Salary,43634.85,Verified,689,282,ATM,Genuine
1291,291,38,Male,Current,31979.28,Verified,526,389,Mobile,Genuine
1586,586,50,Female,Current,86179.61,Verified,768,71,ATM,Fraudulent
1575,575,34,Male,Current,51117.57,Rejected,374,267,Web,Fraudulent
1181,181,39,Male,Salary,66697.6,Pending,617,345,ATM,Fraudulent
1466,466,19,Male,Salary,73626.72,Verified,652,169,Mobile,Genuine
1592,592,44,Female,Savings,99560.62,Rejected,829,283,ATM,Fraudulent
1368,368,42,Female,Current,55089.27,Verified,782,498,Mobile,Genuine
1036,36,26,Female,Savings,88047.75,Pending,591,90,Web,Fraudulent
1095,95,46,Female,Current,4231.35,Pending,589,369,Web,Genuine
1306,306,42,Male,Salary,72692.19,Rejected,654,37,Mobile,Fraudulent
1330,330,19,Female,Salary,11826.91,Verified,549,274,Mobile,Genuine
1377,377,21,Female,Salary,17521.26,Verified,561,405,Mobile,Genuine
1388,388,58,Female,Savings,59597.68,Verified,745,349,Mobile,Genuine
1069,69,23,Female,Savings,86818.28,Verified,351,143,Web,Fraudulent
1437,437,36,Female,Current,27149.53,Rejected,797,302,ATM,Fraudulent
1563,563,59,Female,Current,85642.72,Pending,674,323,Web,Fraudulent
1066,66,48,Male,Current,30562.65,Pending,729,285,ATM,Genuine
1299,299,57,Female,Current,27465.15,Pending,380,201,Web,Fraudulent
1482,482,47,Female,Current,69300.34,Pending,731,342,Mobile,Genuine
1137,137,26,Male,Savings,31132.09,Pending,418,59,Mobile,Genuine
1124,124,47,Female,Salary,1930.35,Pending,594,356,ATM,Genuine
1281,281,33,Female,Savings,98583.86,Rejected,526,221,Web,Fraudulent
1337,337,37,Male,Savings,37957.3,Verified,823,208,Web,Genuine
1539,539,50,Male,Salary,58311.18,Rejected,517,474,Mobile,Fraudulent
1423,423,21,Male,Current,21349.5,Verified,719,366,ATM,Fraudulent
1537,537,46,Female,Current,49210.17,Verified,479,340,ATM,Genuine
1214,214,49,Female,Salary,12658.34,Pending,756,119,ATM,Fraudulent
1214,214,49,Female,Salary,12658.34,Pending,756,119,ATM,Fraudulent
1059,59,32,Male,Salary,52277.82,Verified,555,479,Mobile,Fraudulent
1111,111,35,Female,Current,93490.59,Rejected,573,430,Mobile,Fraudulent
1585,585,43,Male,Salary,13696.35,Rejected,733,254,ATM,Genuine
1541,541,26,Female,Salary,51530.79,Pending,672,267,Mobile,Genuine
1089,89,24,Male,Salary,29149.59,Pending,751,184,Mobile,Genuine
1495,495,58,Female,Salary,52676.52,Rejected,408,33,Mobile,Fraudulent
1294,294,28,Male,Salary,55108.09,Verified,360,278,Mobile,Genuine
1437,437,36,Female,Current,27149.53,Rejected,797,302,ATM,Fraudulent
1324,324,62,Male,Savings,77126.45,Rejected,663,95,ATM,Genuine
1265,265,43,Female,Salary,12624.16,Pending,676,324,Mobile,Genuine
1538,538,35,Male,Salary,20446.76,Rejected,378,382,Mobile,Genuine
1588,588,29,Female,Savings,27671.41,Rejected,651,197,Mobile,Fraudulent
1362,362,22,Male,Salary,65352,Pending,659,379,Mobile,Genuine
1132,132,28,Female,Current,96771.02,Pending,646,421,Mobile,Fraudulent
1576,576,25,Female,Salary,81501.59,Rejected,556,365,Web,Fraudulent
1508,508,33,Female,Salary,66784.86,Pending,696,223,ATM,Fraudulent
1532,532,59,Male,Current,67496.84,Pending,400,111,ATM,Fraudulent
1509,509,53,Male,Savings,74623.33,Verified,753,434,Mobile,Fraudulent
1504,504,63,Male,Current,56665.74,Rejected,727,355,ATM,Fraudulent
1184,184,49,Male,Savings,99997.69,Verified,379,161,Mobile,Genuine
1238,238,41,Female,Salary,93955.91,Verified,503,318,ATM,Fraudulent
1297,297,18,Female,Savings,2655.89,Rejected,581,284,Web,Genuine
1198,198,51,Female,Savings,95386.96,Rejected,819,412,ATM,Genuine
1001,1,61,Male,Salary,42770.26,Verified,395,121,Mobile,Genuine
1121,121,19,Male,Current,79818.2,Pending,667,201,Web,Genuine
1024,24,30,Male,Savings,66239.29,Pending,733,220,Web,Genuine
1476,476,28,Male,Salary,50139.12,Verified,792,179,Mobile,Genuine
1120,120,45,Male,Salary,70685.19,Verified,754,95,ATM,Fraudulent
1212,212,56,Male,Salary,45542.33,Pending,680,237,Mobile,Genuine
1424,424,60,Female,Current,24517.28,Verified,702,302,ATM,Fraudulent
1423,423,21,Male,Current,21349.5,Verified,719,366,ATM,Fraudulent
1046,46,32,Male,Current,35616.18,Verified,528,22,ATM,Genuine
1341,341,61,Female,Current,71304.09,Pending,800,95,Mobile,Genuine
1358,358,64,Male,Current,65893.04,Rejected,397,10,Mobile,Fraudulent
1573,573,51,Male,Salary,70658.57,Verified,591,381,ATM,Fraudulent
1217,217,63,Male,Current,51366.82,Verified,505,415,Mobile,Genuine
1011,11,33,Female,Salary,58874.01,Rejected,708,195,Mobile,Genuine
1206,206,42,Female,Savings,50124.12,Pending,676,483,ATM,Fraudulent
1288,288,37,Male,Savings,93778.82,Rejected,420,392,Web,Genuine
1260,260,28,Female,Salary,26469.22,Verified,314,387,Web,Fraudulent
1069,69,23,Female,Savings,86818.28,Verified,351,143,Web,Fraudulent
1315,315,28,Female,Current,42689.13,Pending,378,194,Web,Genuine
1307,307,32,Male,Current,60911.71,Rejected,706,406,Web,Genuine
1518,518,42,Male,Current,26402.47,Rejected,589,22,ATM,Fraudulent
1563,563,59,Female,Current,85642.72,Pending,674,323,Web,Fraudulent
1331,331,39,Female,Current,23953.7,Pending,488,105,ATM,Fraudulent
1006,6,20,Male,Current,98536.93,Verified,403,204,Web,Fraudulent
1116,116,50,Female,Savings,87544.85,Pending,402,279,Web,Genuine
1341,341,61,Female,Current,71304.09,Pending,800,95,Mobile,Genuine
1349,349,62,Male,Savings,15478.1,Pending,553,399,ATM,Fraudulent
1405,405,48,Female,Salary,99960.97,Verified,402,136,ATM,Genuine
1582,582,33,Male,Current,21471.08,Verified,555,438,ATM,Fraudulent
1029,29,42,Female,Current,29239.67,Rejected,798,89,Mobile,Fraudulent
1179,179,46,Male,Current,37912.35,Pending,696,219,Web,Genuine
1198,198,51,Female,Savings,95386.96,Rejected,819,412,ATM,Genuine
1338,338,54,Female,Current,19389.62,Rejected,850,365,ATM,Genuine
1346,346,63,Female,Savings,61998.97,Verified,511,422,Mobile,Fraudulent
1490,490,47,Female,Salary,45361.76,Pending,757,171,Mobile,Fraudulent
1485,485,44,Female,Savings,7270.27,Rejected,621,16,ATM,Genuine
1036,36,26,Female,Savings,88047.75,Pending,591,90,Web,Fraudulent
1139,139,44,Male,Current,61949.57,Pending,333,363,Web,Genuine
1493,493,47,Female,Salary,76974.22,Rejected,784,376,ATM,Fraudulent
1159,159,22,Male,Salary,63684.03,Verified,393,392,ATM,Genuine
1471,471,52,Male,Salary,99473.34,Rejected,410,344,Mobile,Genuine
1549,549,27,Male,Savings,36860.07,Rejected,421,348,Mobile,Fraudulent
1343,343,53,Male,Salary,12306.46,Rejected,675,287,Mobile,Fraudulent
1473,473,31,Male,Current,42666.27,Verified,832,148,ATM,Genuine
1423,423,21,Male,Current,21349.5,Verified,719,366,ATM,Fraudulent
1057,57,19,Male,Savings,98409.67,Rejected,374,243,Web,Genuine
1533,533,39,Female,Savings,67458.26,Verified,402,155,ATM,Genuine
1306,306,42,Male,Salary,72692.19,Rejected,654,37,Mobile,Fraudulent
1578,578,48,Male,Current,7687.87,Rejected,525,356,ATM,Genuine
1323,323,46,Female,Salary,40679.7,Rejected,728,288,Mobile,Fraudulent
1568,568,48,Female,Savings,7343.97,Verified,679,50,ATM,Genuine
1548,548,50,Male,Current,17394.98,Verified,826,339,Web,Genuine
1019,19,60,Female,Salary,17347.57,Rejected,733,118,ATM,Genuine
1213,213,51,Female,Current,32124.16,Pending,555,68,Mobile,Genuine
1591,591,33,Female,Current,20410.26,Rejected,453,252,Mobile,Genuine
1339,339,53,Male,Current,29594.64,Verified,622,441,Web,Genuine
1362,362,22,Male,Salary,65352,Pending,659,379,Mobile,Genuine
1067,67,49,Male,Current,44147.76,Verified,698,182,ATM,Fraudulent
1152,152,44,Male,Current,43249.64,Rejected,561,201,Mobile,Fraudulent
1287,287,22,Male,Salary,72706.22,Rejected,522,255,Mobile,Fraudulent
1031,31,50,Male,Savings,96117.11,Verified,490,45,ATM,Genuine
1347,347,52,Female,Salary,54338.09,Pending,599,158,ATM,Fraudulent
1384,384,27,Male,Current,3367.12,Rejected,654,335,ATM,Genuine
1547,547,32,Female,Current,81906.44,Pending,798,415,Web,Genuine
1169,169,23,Female,Savings,25088.33,Rejected,710,278,Mobile,Fraudulent
1584,584,48,Female,Salary,32226.27,Rejected,581,261,Mobile,Fraudulent
1398,398,26,Male,Current,13130.24,Pending,351,96,ATM,Fraudulent
1191,191,32,Female,Current,93116.72,Pending,354,212,ATM,Fraudulent
1119,119,52,Male,Salary,7773.65,Rejected,594,126,ATM,Genuine
1315,315,28,Female,Current,42689.13,Pending,378,194,Web,Genuine
1322,322,26,Female,Savings,26015.49,Verified,733,414,Web,Genuine
1032,32,61,Male,Current,12868.77,Rejected,552,306,ATM,Genuine
1278,278,57,Male,Savings,21402.08,Verified,334,238,ATM,Genuine
1423,423,21,Male,Current,21349.5,Verified,719,366,ATM,Fraudulent
1088,88,18,Male,Current,5506.05,Verified,599,367,Mobile,Fraudulent
1508,508,33,Female,Salary,66784.86,Pending,696,223,ATM,Fraudulent
1243,243,56,Female,Current,96740,Rejected,533,379,Mobile,Fraudulent
1380,380,44,Female,Current,82773.7,Rejected,681,71,ATM,Genuine
1462,462,38,Male,Savings,49270.5,Rejected,481,170,ATM,Genuine
1309,309,23,Female,Savings,71597.74,Verified,574,88,Web,Genuine
1221,221,26,Male,Savings,43829.21,Verified,427,275,Mobile,Fraudulent
1537,537,46,Female,Current,49210.17,Verified,479,340,ATM,Genuine
1309,309,23,Female,Savings,71597.74,Verified,574,88,Web,Genuine
1179,179,46,Male,Current,37912.35,Pending,696,219,Web,Genuine
1114,114,62,Male,Salary,38914.11,Pending,344,172,ATM,Fraudulent
1383,383,65,Male,Current,37459.09,Pending,500,385,ATM,Genuine
1038,38,25,Male,Salary,55769.14,Pending,588,319,Mobile,Fraudulent
1206,206,42,Female,Savings,50124.12,Pending,676,483,ATM,Fraudulent
1094,94,60,Male,Savings,24746.65,Rejected,376,90,Mobile,Fraudulent
1454,454,60,Female,Salary,14853.02,Verified,809,161,Web,Fraudulent
1518,518,42,Male,Current,26402.47,Rejected,589,22,ATM,Fraudulent
1025,25,61,Male,Savings,40859.51,Pending,411,137,Mobile,Genuine
1494,494,63,Female,Savings,10646.27,Rejected,527,11,Web,Fraudulent
1512,512,26,Male,Salary,84755.41,Verified,638,248,ATM,Genuine
1157,157,45,Male,Salary,92979.34,Rejected,573,24,Mobile,Fraudulent
1194,194,46,Male,Savings,2881.38,Verified,453,290,ATM,Fraudulent
1348,348,50,Male,Savings,96314.43,Pending,360,151,ATM,Genuine
1495,495,58,Female,Salary,52676.52,Rejected,408,33,Mobile,Fraudulent
1536,536,63,Female,Current,84170.9,Verified,639,459,Web,Fraudulent
1317,317,43,Female,Salary,38609.11,Pending,750,181,Web,Genuine
1335,335,56,Female,Salary,39861.86,Verified,656,190,Web,Genuine
1146,146,65,Female,Salary,12251.28,Verified,787,239,Web,Genuine
1100,100,23,Male,Salary,83759.9,Rejected,321,401,ATM,Fraudulent
1528,528,58,Male,Current,68051.62,Rejected,682,500,Mobile,Genuine
1135,135,55,Female,Salary,94088.9,Verified,539,251,Mobile,Fraudulent
1210,210,22,Female,Current,51795.52,Rejected,463,497,Mobile,Genuine
1037,37,57,Male,Salary,81893.31,Pending,406,490,Mobile,Fraudulent
1470,470,55,Male,Savings,37292.55,Rejected,338,202,ATM,Fraudulent
1396,396,25,Male,Savings,83206.86,Verified,433,111,Web,Fraudulent
1534,534,30,Female,Current,45613.95,Rejected,613,365,ATM,Genuine
1118,118,57,Female,Salary,8951.22,Pending,846,204,Web,Fraudulent
1004,4,23,Female,Savings,36538.96,Pending,570,423,Mobile,Fraudulent
1318,318,37,Female,Salary,94780.61,Verified,790,170,Mobile,Fraudulent
1045,45,60,Male,Current,16760.59,Rejected,410,205,Mobile,Fraudulent
1089,89,24,Male,Salary,29149.59,Pending,751,184,Mobile,Genuine
1341,341,61,Female,Current,71304.09,Pending,800,95,Mobile,Genuine
1478,478,64,Male,Current,64789.34,Pending,603,145,Web,Genuine
1047,47,43,Female,Current,86570.94,Pending,659,338,ATM,Fraudulent
1105,105,60,Female,Current,6366.2,Rejected,670,328,Web,Fraudulent
1533,533,39,Female,Savings,67458.26,Verified,402,155,ATM,Genuine
1319,319,38,Female,Salary,69800.82,Pending,548,176,Web,Fraudulent
1023,23,35,Female,Savings,54384.16,Rejected,784,134,Web,Fraudulent
1591,591,33,Female,Current,20410.26,Rejected,453,252,Mobile,Genuine
1319,319,38,Female,Salary,69800.82,Pending,548,176,Web,Fraudulent
1214,214,49,Female,Salary,12658.34,Pending,756,119,ATM,Fraudulent
1328,328,40,Female,Current,46077.93,Verified,833,257,Web,Fraudulent
1205,205,59,Female,Current,13323.03,Pending,747,465,Web,Fraudulent
1197,197,36,Female,Savings,61866.15,Verified,726,105,ATM,Genuine
1293,293,49,Female,Current,76572.7,Pending,802,245,Mobile,Fraudulent
1283,283,51,Female,Salary,42216.14,Verified,607,202,Mobile,Fraudulent
1545,545,20,Female,Savings,70669.89,Rejected,580,437,ATM,Fraudulent
1326,326,32,Male,Current,38037.84,Pending,812,87,Web,Genuine
1451,451,37,Female,Salary,11128.9,Rejected,683,297,ATM,Fraudulent
1120,120,45,Male,Salary,70685.19,Verified,754,95,ATM,Fraudulent
1279,279,33,Male,Current,44457.32,Rejected,522,396,Mobile,Genuine
1152,152,44,Male,Current,43249.64,Rejected,561,201,Mobile,Fraudulent
1161,161,21,Male,Savings,75689.15,Verified,383,149,Web,Fraudulent
1280,280,50,Female,Savings,81762.84,Rejected,626,305,ATM,Fraudulent
1117,117,64,Male,Current,87222.36,Verified,376,250,Web,Fraudulent
1015,15,28,Female,Savings,95427.78,Rejected,569,266,Mobile,Genuine
1573,573,51,Male,Salary,70658.57,Verified,591,381,ATM,Fraudulent
1526,526,56,Male,Current,76762.15,Pending,690,212,ATM,Genuine
1104,104,53,Male,Current,9717.92,Pending,631,69,Web,Genuine
1211,211,56,Female,Savings,13496.77,Verified,675,195,Web,Genuine
1555,555,28,Female,Current,60056.8,Verified,535,203,Web,Genuine
1358,358,64,Male,Current,65893.04,Rejected,397,10,Mobile,Fraudulent
1562,562,42,Male,Salary,80624.43,Pending,670,64,Mobile,Fraudulent
1326,326,32,Male,Current,38037.84,Pending,812,87,Web,Genuine
1277,277,33,Female,Current,16357.02,Verified,415,26,ATM,Fraudulent
1144,144,35,Male,Savings,54481.33,Verified,412,348,Mobile,Genuine
1290,290,47,Female,Current,26894.6,Rejected,809,248,Mobile,Fraudulent
1587,587,38,Male,Savings,67736.2,Pending,403,176,Web,Fraudulent
1250,250,38,Female,Current,56488.27,Rejected,580,157,Mobile,Fraudulent
1175,175,40,Male,Current,46712.51,Verified,358,198,Web,Genuine
1072,72,59,Male,Savings,95011.56,Verified,320,328,Mobile,Genuine
1318,318,37,Female,Salary,94780.61,Verified,790,170,Mobile,Fraudulent
1346,346,63,Female,Savings,61998.97,Verified,511,422,Mobile,Fraudulent
1553,553,64,Female,Savings,22442.75,Rejected,782,454,Web,Genuine
1454,454,60,Female,Salary,14853.02,Verified,809,161,Web,Fraudulent
1051,51,41,Female,Savings,94938.57,Pending,621,349,Mobile,Fraudulent
1133,133,22,Male,Savings,86153.92,Rejected,706,443,ATM,Fraudulent
1029,29,42,Female,Current,29239.67,Rejected,798,89,Mobile,Fraudulent
1482,482,47,Female,Current,69300.34,Pending,731,342,Mobile,Genuine
1051,51,41,Female,Savings,94938.57,Pending,621,349,Mobile,Fraudulent
1108,108,53,Female,Savings,23245.37,Verified,772,494,Mobile,Genuine
1392,392,37,Female,Current,85395.74,Verified,461,423,ATM,Fraudulent
1055,55,61,Male,Salary,47845.43,Rejected,473,347,Mobile,Fraudulent
1088,88,18,Male,Current,5506.05,Verified,599,367,Mobile,Fraudulent
1436,436,44,Male,Savings,57092.8,Rejected,402,483,Mobile,Genuine
1401,401,59,Female,Current,41787.23,Rejected,790,41,Mobile,Fraudulent
1183,183,59,Female,Salary,36820.98,Pending,616,102,Mobile,Fraudulent
1456,456,61,Female,Salary,36491.22,Pending,474,440,ATM,Genuine
1364,364,40,Female,Current,79316.59,Verified,583,340,Mobile,Genuine
1319,319,38,Female,Salary,69800.82,Pending,548,176,Web,Fraudulent
1340,340,40,Male,Current,14516.94,Pending,817,344,Web,Fraudulent
1202,202,62,Female,Salary,19045.52,Verified,364,376,Web,Genuine
1546,546,55,Male,Current,65713.86,Pending,379,274,Web,Fraudulent
1080,80,46,Male,Current,57415.11,Rejected,688,182,Mobile,Fraudulent
1476,476,28,Male,Salary,50139.12,Verified,792,179,Mobile,Genuine
1581,581,54,Female,Savings,94764.69,Rejected,494,265,ATM,Genuine
1134,134,23,Female,Savings,27181.4,Verified,765,198,ATM,Fraudulent
1095,95,46,Female,Current,4231.35,Pending,589,369,Web,Genuine
1479,479,24,Male,Savings,85372.62,Pending,620,228,ATM,Genuine
1099,99,46,Male,Salary,4946.22,Pending,630,319,Web,Genuine
1466,466,19,Male,Salary,73626.72,Verified,652,169,Mobile,Genuine
1317,317,43,Female,Salary,38609.11,Pending,750,181,Web,Genuine
1476,476,28,Male,Salary,50139.12,Verified,792,179,Mobile,Genuine
1481,481,57,Female,Salary,10202.18,Pending,487,68,Web,Fraudulent
1237,237,42,Female,Salary,28692.35,Rejected,421,75,Mobile,Fraudulent
1229,229,64,Female,Current,13945.85,Pending,827,297,Mobile,Fraudulent
1147,147,46,Male,Salary,5293.14,Rejected,833,164,Web,Genuine
1264,264,34,Female,Salary,24393.96,Rejected,421,248,Web,Genuine
1372,372,55,Male,Current,70168.91,Rejected,544,39,Mobile,Genuine
1401,401,59,Female,Current,41787.23,Rejected,790,41,Mobile,Fraudulent
1187,187,65,Female,Savings,53867.1,Pending,780,472,Mobile,Fraudulent
1338,338,54,Female,Current,19389.62,Rejected,850,365,ATM,Genuine
1332,332,43,Male,Salary,61796.59,Verified,760,313,Web,Fraudulent
1464,464,57,Female,Salary,43511.56,Pending,788,206,Mobile,Genuine
1499,499,53,Female,Salary,48810.26,Rejected,481,364,ATM,Genuine
1030,30,31,Male,Salary,73837.98,Verified,621,39,Mobile,Fraudulent
1066,66,48,Male,Current,30562.65,Pending,729,285,ATM,Genuine
1486,486,60,Female,Salary,52787.21,Rejected,397,231,ATM,Genuine
1115,115,63,Female,Current,98852.99,Rejected,455,263,Mobile,Genuine
1359,359,22,Male,Salary,23392.9,Rejected,755,14,Mobile,Fraudulent
1490,490,47,Female,Salary,45361.76,Pending,757,171,Mobile,Fraudulent
1472,472,62,Male,Current,44987.11,Verified,558,252,ATM,Genuine
1174,174,27,Female,Savings,47423.19,Rejected,610,417,Web,Genuine
1289,289,62,Male,Current,91597.52,Rejected,629,407,Web,Fraudulent
1356,356,59,Female,Savings,87567.91,Pending,395,345,Web,Fraudulent
1588,588,29,Female,Savings,27671.41,Rejected,651,197,Mobile,Fraudulent
1130,130,37,Female,Savings,58377.81,Rejected,434,56,Web,Fraudulent
1520,520,24,Male,Salary,53787.38,Rejected,367,117,ATM,Genuine
1105,105,60,Female,Current,6366.2,Rejected,670,328,Web,Fraudulent
1415,415,54,Male,Savings,60636.48,Rejected,526,337,ATM,Genuine
1109,109,49,Female,Salary,70835.75,Pending,794,251,Mobile,Fraudulent
1333,333,18,Male,Savings,28556.14,Rejected,364,305,Mobile,Genuine
1569,569,64,Female,Current,61782.59,Rejected,593,374,ATM,Genuine
1072,72,59,Male,Savings,95011.56,Verified,320,328,Mobile,Genuine
1309,309,23,Female,Savings,71597.74,Verified,574,88,Web,Genuine
1545,545,20,Female,Savings,70669.89,Rejected,580,437,ATM,Fraudulent
1472,472,62,Male,Current,44987.11,Verified,558,252,ATM,Genuine
1410,410,57,Male,Savings,34735.15,Verified,631,40,Mobile,Genuine
1423,423,21,Male,Current,21349.5,Verified,719,366,ATM,Fraudulent
1244,244,28,Female,Savings,82344.47,Verified,332,303,ATM,Genuine
1249,249,33,Female,Salary,30551.42,Pending,595,370,Mobile,Fraudulent
1561,561,34,Male,Savings,71205.73,Verified,835,70,ATM,Genuine
1162,162,49,Female,Current,28043.52,Rejected,416,186,Web,Genuine
1493,493,47,Female,Salary,76974.22,Rejected,784,376,ATM,Fraudulent
1393,393,63,Male,Savings,83756.55,Pending,451,56,ATM,Genuine
1067,67,49,Male,Current,44147.76,Verified,698,182,ATM,Fraudulent
1348,348,50,Male,Savings,96314.43,Pending,360,151,ATM,Genuine
1213,213,51,Female,Current,32124.16,Pending,555,68,Mobile,Genuine
1441,441,37,Female,Current,27672.58,Pending,391,106,Web,Genuine
1445,445,50,Female,Salary,92384.28,Rejected,331,133,Web,Fraudulent
1580,580,43,Female,Savings,55900.6,Verified,787,170,Web,Genuine
1350,350,49,Male,Salary,63607.8,Rejected,724,202,Web,Genuine
1557,557,29,Female,Salary,60381.57,Rejected,815,395,Mobile,Genuine
1241,241,55,Female,Salary,83000.65,Rejected,801,372,ATM,Fraudulent
1177,177,46,Male,Current,60895.58,Rejected,454,500,Mobile,Fraudulent
1079,79,47,Female,Salary,59654.99,Pending,551,435,Mobile,Fraudulent
1587,587,38,Male,Savings,67736.2,Pending,403,176,Web,Fraudulent
1498,498,46,Female,Salary,59342.3,Rejected,437,265,Mobile,Genuine
1117,117,64,Male,Current,87222.36,Verified,376,250,Web,Fraudulent
1474,474,44,Male,Salary,72157.86,Verified,589,68,Mobile,Fraudulent
1333,333,18,Male,Savings,28556.14,Rejected,364,305,Mobile,Genuine
1568,568,48,Female,Savings,7343.97,Verified,679,50,ATM,Genuine
1099,99,46,Male,Salary,4946.22,Pending,630,319,Web,Genuine
1455,455,43,Female,Salary,4496.58,Rejected,494,185,ATM,Genuine
1180,180,58,Female,Savings,33639.38,Rejected,695,155,Web,Genuine
1315,315,28,Female,Current,42689.13,Pending,378,194,Web,Genuine
1415,415,54,Male,Savings,60636.48,Rejected,526,337,ATM,Genuine
1071,71,23,Female,Savings,75153.4,Verified,658,124,ATM,Genuine
1111,111,35,Female,Current,93490.59,Rejected,573,430,Mobile,Fraudulent
1388,388,58,Female,Savings,59597.68,Verified,745,349,Mobile,Genuine
1335,335,56,Female,Salary,39861.86,Verified,656,190,Web,Genuine
1506,506,30,Female,Savings,98369.71,Rejected,556,84,Mobile,Fraudulent
1062,62,51,Female,Salary,24685.34,Pending,379,375,Web,Genuine
1092,92,56,Male,Salary,38657.42,Pending,604,450,ATM,Fraudulent
1222,222,28,Male,Current,93539.05,Verified,654,495,ATM,Fraudulent
1142,142,59,Male,Savings,78892.66,Verified,428,412,ATM,Genuine
1594,594,21,Male,Current,48177.4,Rejected,398,240,ATM,Fraudulent
1000,0,58,Male,Savings,74413.5,Verified,528,81,ATM,Genuine
1150,150,42,Female,Current,51049.56,Pending,401,416,ATM,Genuine
1152,152,44,Male,Current,43249.64,Rejected,561,201,Mobile,Fraudulent
1463,463,18,Female,Current,21728.85,Verified,462,260,Mobile,Genuine
1544,544,32,Male,Salary,21470.63,Pending,697,250,Web,Genuine
1298,298,50,Female,Savings,11594.63,Verified,836,86,Mobile,Genuine
1399,399,64,Female,Current,3918.75,Rejected,736,98,Web,Genuine
1591,591,33,Female,Current,20410.26,Rejected,453,252,Mobile,Genuine
1457,457,36,Male,Current,13666.47,Pending,487,494,ATM,Fraudulent
1200,200,22,Female,Savings,73561.16,Rejected,406,405,ATM,Fraudulent
1210,210,22,Female,Current,51795.52,Rejected,463,497,Mobile,Genuine
1324,324,62,Male,Savings,77126.45,Rejected,663,95,ATM,Genuine
1306,306,42,Male,Salary,72692.19,Rejected,654,37,Mobile,Fraudulent
1583,583,27,Male,Savings,92098.62,Rejected,804,324,Mobile,Genuine
1311,311,41,Female,Savings,14118.19,Verified,741,239,ATM,Fraudulent
1445,445,50,Female,Salary,92384.28,Rejected,331,133,Web,Fraudulent
1352,352,55,Male,Salary,10221.02,Pending,666,445,Mobile,Fraudulent
1091,91,27,Male,Salary,94963.44,Verified,554,70,ATM,Fraudulent
1596,596,40,Male,Salary,58013.55,Rejected,478,409,Web,Fraudulent
1008,8,56,Male,Salary,73183.55,Verified,773,204,Web,Genuine
1522,522,19,Female,Salary,33839.82,Verified,375,37,Mobile,Fraudulent
1413,413,59,Female,Savings,71011.11,Rejected,665,124,ATM,Genuine
1130,130,37,Female,Savings,58377.81,Rejected,434,56,Web,Fraudulent
1301,301,23,Female,Current,38339.79,Pending,357,336,Mobile,Genuine
1063,63,35,Female,Current,89409.66,Verified,441,87,Mobile,Fraudulent
1378,378,32,Male,Savings,86010.21,Verified,550,33,Web,Fraudulent
1562,562,42,Male,Salary,80624.43,Pending,670,64,Mobile,Fraudulent
1054,54,37,Female,Savings,43558.93,Rejected,629,248,Web,Fraudulent
1000,0,58,Male,Savings,74413.5,Verified,528,81,ATM,Genuine
1573,573,51,Male,Salary,70658.57,Verified,591,381,ATM,Fraudulent
1367,367,49,Male,Salary,88983.73,Verified,669,488,Web,Genuine
1112,112,64,Female,Salary,58412.42,Rejected,801,453,Mobile,Fraudulent
